,Treshold,PDB,Chain,N,Res,Rfac,Method,N_sc,N_bb,N_naa,N_hlx,N_beta,Compound,k,Ratio,N_pdb,N_nc,Domains,sigma,a0
2877,25,2LQT,A,72,-1.00,0.00,NMR,72,72,0,0,0,' coiled-coil-helix-coiled-coil-helix domain-containing protein 7',3.04294694553,52.1370473246,72.0,158.0,1000.0,6.3,3.8
2878,25,2LQX,A,41,-1.00,0.00,NMR,41,41,0,24,0,' trypsin inhibitor bwi-2c',2.44664016258,41.9200847817,41.0,74.0,1000.0,6.3,3.8
2879,25,2LR5,A,38,-1.00,0.00,NMR,38,38,0,10,8,' micasin',0.81672462849,13.9935435514,38.0,117.0,1000.0,6.3,3.8
2880,25,2LRD,A,61,-1.00,0.00,NMR,61,61,0,34,0,' acanthaporin',1.57885318511,27.0516524621,61.0,181.0,1000.0,6.3,3.8
2881,25,2LRI,C,66,-1.00,0.00,NMR,66,66,0,0,0,' autoimmune regulator',2.75216320856,47.1548357622,66.0,117.0,1000.0,6.3,3.8
2882,25,1HDL,A,55,-1.00,0.00,NMR,55,55,0,32,2,' serine proteinase inhibitor lekti',2.82522021131,48.4065751051,55.0,111.0,1.0,6.3,3.8
2883,25,1HD6,A,37,-1.00,0.00,NMR,37,37,0,23,0,' pheromone er-22',1.25006890795,21.4183497049,37.0,91.0,1000.0,6.3,3.8
2884,25,1HCD,A,118,-1.00,0.00,NMR,118,118,0,3,58,' hisactophilin',2.48686030466,42.6092060476,118.0,323.0,1.0,6.3,3.8
2885,25,1HCC,A,59,-1.00,0.00,NMR,59,59,0,0,20,' 16th complement control protein',1.35810302328,23.2693776342,59.0,136.0,1.0,6.3,3.8
2886,25,2LS2,A,25,-1.00,0.00,NMR,25,25,0,17,0,' high affinity copper uptake protein 1',1.98367891401,33.9878293208,25.0,41.0,1000.0,6.3,3.8
2887,25,2LS3,A,29,-1.00,0.00,NMR,29,29,0,22,0,' high affinity copper uptake protein 1',2.38860897515,40.9257937805,29.0,49.0,1000.0,6.3,3.8
2888,25,2LSG,A,97,-1.00,0.00,NMR,97,97,0,67,0,' DNA repair protein rev1',4.8119626111,82.4468933801,97.0,202.0,1000.0,6.3,3.8
2889,25,2LTP,A,71,-1.00,0.00,NMR,71,71,0,49,0,' nuclear receptor corepressor 2',3.27823978124,56.1684924763,71.0,159.0,1000.0,6.3,3.8
2890,25,2LUA,A,52,-1.00,0.00,NMR,52,52,0,0,0,' protein male-specific lethal-2',1.15217067692,19.7409873336,52.0,139.0,1000.0,6.3,3.8
2891,25,2LUG,A,36,-1.00,0.00,NMR,36,36,0,10,2,' myelin basic protein',0.983734513288,16.8550467005,36.0,79.0,1000.0,6.3,3.8
2892,25,2LUV,A,35,-1.00,0.00,NMR,35,35,0,12,0,' integrin alpha-x',2.16432001463,37.0828861129,35.0,67.0,1000.0,6.3,3.8
2893,25,1H7J,A,26,-1.00,0.00,NMR,26,26,0,0,0,"' aminolevulinic acid synthase 2, erythroid'",5.87404175477,100.644276235,26.0,17.0,1000.0,6.3,3.8
2894,25,1H67,A,108,-1.00,0.00,NMR,108,108,0,69,0,' calponin alpha',2.95858095955,50.6915428572,108.0,298.0,1.0,6.3,3.8
2895,25,2LVA,A,111,-1.00,0.00,NMR,111,111,0,47,0,' ubiquitin carboxyl-terminal hydrolase 28',9.22939013554,158.133927041,111.0,142.0,1000.0,6.3,3.8
2896,25,2LVF,A,114,-1.00,0.00,NMR,114,114,0,0,0,' 2s albumin',3.88838261331,66.6225182218,114.0,264.0,1000.0,6.3,3.8
2897,25,2LVU,A,26,-1.00,0.00,NMR,26,26,0,9,2,' zinc finger and btb domain-containing protein 17',1.06313934325,18.2155480342,26.0,51.0,1000.0,6.3,3.8
2898,25,2LX0,A,32,-1.00,0.00,NMR,32,32,0,25,0,' membrane fusion protein p14',2.02403907778,34.6793496811,32.0,67.0,1000.0,6.3,3.8
2899,25,2LYD,A,134,-1.00,0.00,NMR,134,134,0,0,0,' decapping protein 1',3.56228119128,61.0351827942,134.0,303.0,1000.0,6.3,3.8
2900,25,2LYD,B,38,-1.00,0.00,NMR,38,38,0,0,0,' pacman protein',7.82263057607,134.030881198,38.0,303.0,1000.0,6.3,3.8
2901,25,2LYY,A,96,-1.00,0.00,NMR,96,96,0,72,0,' uncharacterized protein',6.57172238479,112.598151435,96.0,180.0,1000.0,6.3,3.8
2902,25,2LZE,A,87,-1.00,0.00,NMR,87,87,0,0,0,' a primordial catalytic fold generated by in vitro evolution',6.15993020033,105.542613171,87.0,115.0,1000.0,6.3,3.8
2903,25,2M0D,A,30,-1.00,0.00,NMR,30,30,0,9,4,' zinc finger and btb domain-containing protein 17',1.68121704714,28.8055277725,30.0,48.0,1000.0,6.3,3.8
2904,25,2M0E,A,29,-1.00,0.00,NMR,29,29,0,10,0,' zinc finger and btb domain-containing protein 17',3.03642751184,52.0253450739,29.0,36.0,1000.0,6.3,3.8
2905,25,1GYF,A,62,-1.00,0.00,NMR,62,62,0,13,14,' protein (cytoplasmic domain binding protein (cd2bp2))',1.6708475785,28.6278600423,62.0,141.0,1.0,6.3,3.8
2906,25,2MLP,A,26,-1.00,0.00,NMR,26,26,0,12,0,' mcba propeptide',2.51481021604,43.0880924293,26.0,36.0,1000.0,6.3,3.8
2907,25,2NVJ,A,25,-1.00,0.00,NMR,25,25,0,7,0,"' 25mer peptide from vacuolar atp synthase subunit a, vacuolar isoform'",1.36929337729,23.4611101972,25.0,50.0,1000.0,6.3,3.8
2908,25,2NX6,A,27,-1.00,0.00,NMR,27,27,0,7,0,' nematocyst outer wall antigen',0.914756878687,15.6732021716,27.0,60.0,1000.0,6.3,3.8
2909,25,2NX7,A,28,-1.00,0.00,NMR,28,28,0,11,0,' nematocyst outer wall antigen',0.820222009018,14.0534667434,28.0,71.0,1000.0,6.3,3.8
2910,25,2NZZ,A,37,-1.00,0.00,NMR,37,37,0,8,0,' penetratin conjugated gas (374-394) peptide',2.98442293117,51.1343123571,37.0,61.0,1000.0,6.3,3.8
2911,25,1GP8,A,40,-1.00,0.00,NMR,40,40,0,27,0,' protein (scaffolding protein)',2.173423021,37.2388546139,40.0,83.0,1.0,6.3,3.8
2912,25,2OFQ,A,95,-1.00,0.00,NMR,95,95,0,3,39,' trao',2.09327503781,35.8656202897,95.0,229.0,1000.0,6.3,3.8
2913,25,2PBD,V,29,1.50,0.16,X,28,28,1,6,1,' vasodilator-stimulated phosphoprotein',6.91213342333,118.430664043,28.0,16.0,1000.0,6.3,3.8
2914,25,2PCO,A,26,-1.00,0.00,NMR,26,26,0,16,0,' latarcin-1',2.33975448142,40.0887338194,26.0,39.0,1000.0,6.3,3.8
2915,25,1A67,A,108,-1.00,0.00,NMR,107,107,0,17,42,' cystatin',2.42881934093,41.6147475417,108.0,259.0,1.0,6.3,3.8
2916,25,1G6E,A,87,-1.00,0.00,NMR,87,87,0,4,41,' antifungal protein',1.3132234489,22.500422889,87.0,276.0,1.0,6.3,3.8
2917,25,2PQ4,B,35,-1.00,0.00,NMR,35,35,0,16,0,' periplasmic nitrate reductase precursor',2.16332695903,37.065871361,35.0,60.0,1000.0,6.3,3.8
2918,25,1G1P,A,32,-1.00,0.00,NMR,32,32,1,0,7,' conotoxin evia',0.802189859718,13.7445086714,32.0,77.0,1000.0,6.3,3.8
2919,25,1FYJ,A,57,-1.00,0.00,NMR,57,57,0,42,0,' multifunctional aminoacyl-trna synthetase',2.44547442085,41.9001112715,57.0,128.0,1.0,6.3,3.8
2920,25,1FU9,A,36,-1.00,0.00,NMR,36,36,0,10,4,' u-shaped transcriptional cofactor',2.37293184325,40.6571859531,36.0,50.0,1000.0,6.3,3.8
2921,25,1FU3,A,27,-1.00,0.00,NMR,27,27,0,0,7,' delta-conotoxin txvia',0.539093531508,9.23668584033,27.0,80.0,1000.0,6.3,3.8
2922,25,1FSH,A,94,-1.00,0.00,NMR,94,94,0,34,10,' dishevelled-1',2.34936376863,40.2533768023,94.0,259.0,1.0,6.3,3.8
2923,25,1FRY,A,29,-1.00,0.00,NMR,29,29,0,0,0,' myeloid antimicrobial peptide',1.46868100634,25.1639915197,29.0,55.0,1000.0,6.3,3.8
2924,25,1FRE,A,39,-1.00,0.00,NMR,39,39,0,0,0,' nuclear factor xnf7',0.949528550397,16.2689707886,39.0,98.0,1.0,6.3,3.8
2925,25,2RLW,A,34,-1.00,0.00,NMR,34,34,0,26,0,' plnf',2.97959355328,51.0515670751,34.0,57.0,1000.0,6.3,3.8
2926,25,2RMR,A,71,-1.00,0.00,NMR,71,71,0,45,0,' paired amphipathic helix protein sin3a',4.43634990268,76.01124468,71.0,131.0,1.0,6.3,3.8
2927,25,2ROC,B,27,-1.00,0.00,NMR,27,27,0,22,0,' bcl-2-binding component 3',2.03857550185,34.9284129226,27.0,49.0,1000.0,6.3,3.8
2928,25,2ROD,B,27,-1.00,0.00,NMR,27,27,0,18,0,' noxa',2.78143564865,47.6563820006,27.0,37.0,1000.0,6.3,3.8
2929,25,2ROW,A,84,-1.00,0.00,NMR,84,84,0,6,20,' rho-associated protein kinase 2',2.31251400554,39.6220027178,84.0,182.0,1.0,6.3,3.8
2930,25,2RP4,A,71,-1.00,0.00,NMR,71,71,0,40,11,' transcription factor p53',3.13828805736,53.7705966926,71.0,146.0,1.0,6.3,3.8
2931,25,2RPS,A,32,-1.00,0.00,NMR,32,32,0,0,6,' chemokine',2.87484948996,49.2569100257,32.0,31.0,1000.0,6.3,3.8
2932,25,2RQ2,A,30,-1.00,0.00,NMR,30,30,0,17,0,' big defensin',3.16897820601,54.2964335741,30.0,41.0,1000.0,6.3,3.8
2933,25,2RR9,C,46,-1.00,0.00,NMR,46,46,0,38,0,' putative uncharacterized protein uimc1',4.08546415728,69.9992612176,46.0,80.0,1000.0,6.3,3.8
2934,25,2RSD,A,68,-1.00,0.00,NMR,68,68,0,7,9,' e3 sumo-protein ligase siz1',2.40257910886,41.1651543528,68.0,133.0,1000.0,6.3,3.8
2935,25,1FHO,A,119,-1.00,0.00,NMR,119,119,0,15,36,' unc-89',2.89350753818,49.5765920842,119.0,287.0,1.0,6.3,3.8
2936,25,1FH1,A,39,-1.00,0.00,NMR,37,37,2,22,0,' nodulation protein f',2.61334227604,44.7763146582,37.0,65.0,1.0,6.3,3.8
2937,25,1FFK,X,56,2.40,0.25,X,0,0,0,0,0,' ribosomal protein l37e',2.63606510288,45.1656415574,56.0,105.0,1000.0,6.3,3.8
2938,25,1FFK,R,53,2.40,0.25,X,0,0,0,0,0,' ribosomal protein l24e',2.71852663379,46.5785155956,53.0,105.0,1000.0,6.3,3.8
2939,25,2SXL,A,88,-1.00,0.00,NMR,88,88,0,25,12,' sex-lethal protein',1.99763643735,34.2269738303,88.0,235.0,1.0,6.3,3.8
2940,25,1FEX,A,59,-1.00,0.00,NMR,59,59,0,31,0,' trf2-interacting telomeric rap1 protein',2.95301353175,50.5961520234,59.0,123.0,1.0,6.3,3.8
2941,25,2UZG,A,95,-1.00,0.00,NMR,95,95,0,20,16,' ubiquitin carboxyl-terminal hydrolase 33',2.41099301584,41.3093160073,95.0,243.0,1000.0,6.3,3.8
2942,25,2V0E,A,55,-1.00,0.00,NMR,55,55,0,13,11,' chromodomain-helicase-DNA-binding protein 7',1.67507464484,28.7002854778,55.0,117.0,1000.0,6.3,3.8
2943,25,1FDF,A,25,-1.00,0.00,NMR,25,25,0,9,0,' rhodopsin',1.49119165382,25.5496829938,25.0,50.0,1000.0,6.3,3.8
2944,25,1FCT,A,32,-1.00,0.00,NMR,32,32,0,13,0,' ferredoxin chloroplastic transit peptide sequence from the green alga',1.2862723947,22.0386506618,32.0,70.0,1000.0,6.3,3.8
2945,25,1ANP,A,28,-1.00,0.00,NMR,0,0,0,0,0,' atrial natriuretic peptide',0.722870003701,12.3854632589,28.0,64.0,1000.0,6.3,3.8
2946,25,1ANS,A,27,-1.00,0.00,NMR,27,27,0,0,0,' neurotoxin iii',0.63097438293,10.8109480225,27.0,75.0,1000.0,6.3,3.8
2947,25,2V1N,A,111,-1.00,0.00,NMR,111,111,0,53,15,' protein kin homolog',3.45438992493,59.1866024015,111.0,265.0,1000.0,6.3,3.8
2948,25,2VDA,B,28,-1.00,0.00,NMR,28,28,0,8,0,' maltoporin',6.08203965582,104.208057203,28.0,19.0,1000.0,6.3,3.8
2949,25,2VRD,A,61,-1.00,0.00,NMR,61,61,0,23,4,' u1 small nuclear ribonucleoprotein c',3.3716929366,57.769694098,61.0,110.0,1.0,6.3,3.8
2950,25,1F3K,A,26,-1.00,0.00,NMR,26,26,0,0,0,' omega-conotoxin txvii',0.533213690578,9.13594220255,26.0,79.0,1000.0,6.3,3.8
2951,25,2VY4,A,37,-1.00,0.00,NMR,37,37,0,15,4,' u11/u12 small nuclear ribonucleoprotein 48 kda protein',1.87102301354,32.0576129485,37.0,65.0,1000.0,6.3,3.8
2952,25,1EWS,A,32,-1.00,0.00,NMR,32,32,0,0,13,' rk-1 defensin',0.763503414218,13.0816653567,32.0,77.0,1000.0,6.3,3.8
2953,25,2WBR,A,89,-1.00,0.00,NMR,89,89,0,29,27,' gw182',2.21154597155,37.8920431552,89.0,220.0,1.0,6.3,3.8
2954,25,1ERP,A,38,-1.00,0.00,NMR,38,38,0,22,0,' pheromone er-10',1.0596076918,18.1550376533,38.0,116.0,1000.0,6.3,3.8
2955,25,1ERD,A,40,-1.00,0.00,NMR,40,40,0,24,0,' pheromone er-2',1.23174919989,21.1044646774,40.0,103.0,1.0,6.3,3.8
2956,25,1EJP,A,28,-1.00,0.00,NMR,28,28,0,0,0,' syndecan-4',20.3875064595,349.314137952,28.0,5.0,1000.0,6.3,3.8
2957,25,1EIT,A,36,-1.00,0.00,NMR,36,36,0,0,15,' mu-agatoxin-i',0.778202281984,13.3335118654,36.0,99.0,1000.0,6.3,3.8
2958,25,2WXC,A,47,-1.00,0.00,NMR,47,47,0,23,0,' dihydrolipoyltranssuccinase',2.06279103275,35.3433154177,47.0,94.0,1000.0,6.3,3.8
2959,25,1EDX,A,40,-1.00,0.00,NMR,40,40,0,13,0,' rhodopsin',1.35113108303,23.1499222559,40.0,92.0,1.0,6.3,3.8
2960,25,1EDW,A,26,-1.00,0.00,NMR,26,26,0,3,0,' rhodopsin',1.03789201501,17.7829669966,26.0,60.0,1000.0,6.3,3.8
2961,25,1EDV,A,34,-1.00,0.00,NMR,34,34,0,4,0,' rhodopsin',1.86669210135,31.9834082456,34.0,69.0,1000.0,6.3,3.8
2962,25,1EDS,A,31,-1.00,0.00,NMR,31,31,0,13,0,' rhodopsin',1.43757586325,24.6310442333,31.0,63.0,1000.0,6.3,3.8
2963,25,1ED7,A,45,-1.00,0.00,NMR,44,44,0,0,14,' chitinase a1',1.15036429177,19.7100372088,45.0,104.0,1.0,6.3,3.8
2964,25,1ECI,B,34,-1.00,0.00,NMR,34,34,0,22,1,' ectatomin',1.59003626762,27.2432604369,34.0,70.0,1000.0,6.3,3.8
2965,25,1E9T,A,59,-1.00,0.00,NMR,59,59,0,3,2,' intestinal trefoil factor',1.71363371619,29.3609463975,59.0,127.0,1.0,6.3,3.8
2966,25,1E8R,A,50,-1.00,0.00,NMR,50,50,0,4,18,"' endo-1,4-beta-xylanase'",1.00691207981,17.2521649889,50.0,155.0,1.0,6.3,3.8
2967,25,1E4U,A,78,-1.00,0.00,NMR,78,78,0,7,4,' transcriptional repressor not4',3.69042430696,63.2307530115,78.0,131.0,1.0,6.3,3.8
2968,25,2YRT,A,75,-1.00,0.00,NMR,75,75,0,4,16,' chord containing protein-1',1.84112442959,31.5453385269,75.0,177.0,1000.0,6.3,3.8
2969,25,2YS3,A,137,-1.00,0.00,NMR,137,137,0,34,35,' unc-112-related protein 2',3.3036379128,56.6036573383,137.0,338.0,1000.0,6.3,3.8
2970,25,1E0G,A,48,-1.00,0.00,NMR,48,48,0,18,8,' membrane-bound lytic murein transglycosylase d',1.2992254468,22.2605848271,48.0,111.0,1.0,6.3,3.8
2971,25,1E08,E,78,-1.00,0.00,NMR,78,78,0,37,2,' cytochrome c553',2.55942819301,43.8525650337,78.0,207.0,1000.0,6.3,3.8
2972,25,1E08,D,88,-1.00,0.00,NMR,88,88,0,38,2,' [fe]-hydrogenase (small subunit)',2.40395143362,41.1886674019,88.0,207.0,1000.0,6.3,3.8
2973,25,1DSV,A,31,-1.00,0.00,NMR,31,31,0,3,6,' nucleic acid binding protein p14',1.18812456911,20.3570118033,31.0,57.0,1000.0,6.3,3.8
2974,25,1DSK,A,28,-1.00,0.00,NMR,28,28,0,20,0,' vpr protein',2.25326585567,38.6068606042,28.0,47.0,1000.0,6.3,3.8
2975,25,1DSJ,A,26,-1.00,0.00,NMR,26,26,0,18,0,' vpr protein',1.96726983552,33.7066805143,26.0,46.0,1000.0,6.3,3.8
2976,25,2YU4,A,94,-1.00,0.00,NMR,94,94,0,26,14,' e3 sumo-protein ligase nse2',3.53658347822,60.5948849823,94.0,179.0,1000.0,6.3,3.8
2977,25,1DKC,A,38,-1.00,0.00,NMR,37,37,0,0,13,' antifungal peptide',0.756516773355,12.9619581019,38.0,107.0,1000.0,6.3,3.8
2978,25,1DFW,A,25,-1.00,0.00,OTHER,25,25,0,14,0,' lung surfactant protein b',2.61273323543,44.7658795176,25.0,31.0,1000.0,6.3,3.8
2979,25,1DEC,A,39,-1.00,0.00,NMR,39,39,0,0,9,' decorsin',1.10025749665,18.8515206473,39.0,87.0,1000.0,6.3,3.8
2980,25,1D6B,A,42,-1.00,0.00,NMR,42,42,0,4,9,' defensin-like peptide-2',1.05589931466,18.0914993012,42.0,93.0,1.0,6.3,3.8
2981,25,1CZ6,A,25,-1.00,0.00,NMR,25,25,0,0,8,' protein (androctonin)',0.986404369359,16.9007913076,25.0,35.0,1000.0,6.3,3.8
2982,25,1CXW,A,60,-1.00,0.00,NMR,60,60,0,4,16,' human matrix metalloproteinase 2',1.22891559597,21.0559144579,60.0,166.0,1.0,6.3,3.8
2983,25,1CTO,A,109,-1.00,0.00,NMR,109,109,0,0,43,' granulocyte colony-stimulating factor receptor',2.27487435291,38.9770948749,109.0,249.0,1.0,6.3,3.8
2984,25,1CQ0,A,28,-1.00,0.00,NMR,28,28,0,16,0,' protein (new hypothalamic neuropeptide/orexin- b28)',1.66546702733,28.535671103,28.0,58.0,1000.0,6.3,3.8
2985,25,1CO4,A,42,-1.00,0.00,NMR,42,42,0,4,12,' protein (activator of metallothionein 1)',1.37215142079,23.5100791578,42.0,85.0,1.0,6.3,3.8
2986,25,1CN3,F,29,2.20,0.23,X,29,29,0,9,2,' fragment of coat protein vp2',4.41347655535,75.6193388027,29.0,27.0,1000.0,6.3,3.8
2987,25,1CKX,A,26,-1.00,0.00,NMR,26,26,0,19,0,' cystic fibrosis transmembrane conductance regulator (cftr)',2.18064230836,37.3625479722,26.0,42.0,1000.0,6.3,3.8
2988,25,1CKK,B,26,-1.00,0.00,NMR,26,26,0,10,0,' protein (rat ca2+/calmodulin dependent protein kinase)',2.66454061035,45.6535333632,26.0,28.0,1000.0,6.3,3.8
2989,25,1CFH,A,47,-1.00,0.00,NMR,47,47,0,4,0,' coagulation factor ix',7.18359147261,123.081754389,47.0,46.0,1.0,6.3,3.8
2990,25,1CFA,A,71,-1.00,0.00,NMR,71,71,0,39,0,' complement 5a semi-synthetic antagonist',1.78492162124,30.5823744886,71.0,220.0,1.0,6.3,3.8
2991,25,1CE4,A,35,-1.00,0.00,NMR,35,35,0,17,0,' protein (v3 loop of hiv-1 envelope protein)',1.25936692004,21.5776593823,35.0,75.0,1000.0,6.3,3.8
2992,25,1CBH,A,36,-1.00,0.00,NMR,36,36,0,0,12,' c-terminal domain of cellobiohydrolase i',0.710378505266,12.1714372319,36.0,103.0,1000.0,6.3,3.8
2993,25,1C6W,A,33,-1.00,0.00,NMR,33,33,0,3,7,' maurocalcin',0.783934210175,13.4317212054,33.0,83.0,1000.0,6.3,3.8
2994,25,1C4E,A,35,-1.00,0.00,NMR,35,35,1,0,7,' protein (gurmarin)',0.683150747693,11.7049240424,35.0,107.0,1000.0,6.3,3.8
2995,25,1C17,M,143,-1.00,0.00,NMR,142,142,1,119,0,' atp synthase subunit a',5.91782182288,101.394392331,142.0,324.0,1.0,6.3,3.8
2996,25,1BZG,A,34,-1.00,0.00,NMR,34,34,0,16,0,' parathyroid hormone-related protein',3.04137907714,52.1101838827,34.0,52.0,1000.0,6.3,3.8
2997,25,1BY6,A,36,-1.00,0.00,NMR,36,36,0,6,0,' apolipoprotein c-ii',4.26528918788,73.080335682,36.0,44.0,1000.0,6.3,3.8
2998,25,1BY0,A,27,-1.00,0.00,NMR,27,27,0,19,0,' protein (hepatitis delta antigen)',2.44854041669,41.9526432324,27.0,41.0,1000.0,6.3,3.8
2999,25,1BOM,B,28,-1.00,0.00,NMR,28,28,1,7,0,"' bombyxin-ii,Bombyxin a-6'",2.76730345854,47.4142447969,28.0,38.0,1000.0,6.3,3.8
3000,25,1BNX,A,33,-1.00,0.00,NMR,33,33,0,19,0,' protein (band 3)',2.96077204485,50.7290843327,33.0,53.0,1000.0,6.3,3.8
3001,25,1BNB,A,38,-1.00,0.00,NMR,38,38,0,0,15,' bovine neutrophil beta-defensin 12',0.809513275965,13.8699861465,38.0,106.0,1000.0,6.3,3.8
3002,25,1BL1,A,31,-1.00,0.00,NMR,31,31,0,23,0,' parathyroid hormone receptor',2.67759256725,45.8771621372,31.0,50.0,1000.0,6.3,3.8
3003,25,1BK8,A,50,-1.00,0.00,NMR,50,50,0,9,18,' antimicrobial protein 1',0.909063389549,15.5756514361,50.0,158.0,1.0,6.3,3.8
3004,25,1BHI,A,38,-1.00,0.00,NMR,38,38,0,12,4,' cre-bp1',1.89042501476,32.3900417005,38.0,64.0,1000.0,6.3,3.8
3005,25,1BH1,A,26,-1.00,0.00,NMR,26,26,0,13,0,' melittin',1.87228251092,32.0791928431,26.0,47.0,1000.0,6.3,3.8
3006,25,1BE2,A,91,-1.00,0.00,NMR,91,91,0,55,0,' lipid transfer protein',2.29562881695,39.3326963669,92.0,257.0,1.0,6.3,3.8
3007,25,1BDS,A,43,-1.00,0.00,NMR,43,43,0,0,11,' bds-i',0.985689884444,16.8885495122,43.0,109.0,1.0,6.3,3.8
3008,25,1BBG,A,40,-1.00,0.00,NMR,40,40,0,8,8,' pollen allergen 5',0.892188590018,15.2865230886,40.0,119.0,1.0,6.3,3.8
3009,25,1BB8,A,71,-1.00,0.00,NMR,71,71,0,11,14,' integrase',2.40466174648,41.2008377143,71.0,150.0,1.0,6.3,3.8
3010,25,1B9U,A,34,-1.00,0.00,NMR,34,34,1,29,0,' protein (atp synthase)',2.86297144937,49.0533948231,34.0,59.0,1000.0,6.3,3.8
3011,25,1B9P,A,34,-1.00,0.00,NMR,34,34,0,19,0,' protein (collagen alpha 1)',3.18365593193,54.547917844,34.0,53.0,1000.0,6.3,3.8
3012,25,1B4G,A,30,-1.00,0.00,NMR,30,30,1,0,2,' potassium channel',3.88642410004,66.5889615739,30.0,29.0,1000.0,6.3,3.8
3013,25,1AXH,A,37,-1.00,0.00,NMR,37,37,0,3,13,' atracotoxin-hvi',0.881438444047,15.1023329337,37.0,93.0,1000.0,6.3,3.8
3014,25,1AV3,A,27,-1.00,0.00,NMR,27,27,1,3,6,' kappa-pviia',0.576882644507,9.88415449755,27.0,75.0,1000.0,6.3,3.8
3015,25,1ATX,A,46,-1.00,0.00,NMR,46,46,0,0,16,' atx ia',1.01194926829,17.3384708428,46.0,115.0,1.0,6.3,3.8
3016,25,1ARF,A,29,-1.00,0.00,NMR,29,29,0,11,6,' yeast transcription factor adr1',1.39048325079,23.8241718795,29.0,53.0,1000.0,6.3,3.8
3017,25,1AQ5,A,47,-1.00,0.00,NMR,47,47,0,34,0,' cartilage matrix protein',4.58846712222,78.6175808455,47.0,75.0,1.0,6.3,3.8
3018,25,1WJ0,A,58,-1.00,0.00,NMR,58,58,0,4,11,' squamosa promoter-binding protein-like 12',1.71491240994,29.3828551977,58.0,139.0,1.0,6.3,3.8
3019,25,1WIM,A,94,-1.00,0.00,NMR,94,94,0,37,14,' kiaa0161 protein',3.26422801545,55.928418591,94.0,203.0,1.0,6.3,3.8
3020,25,1WH0,A,134,-1.00,0.00,NMR,134,134,0,9,54,' ubiquitin carboxyl-terminal hydrolase 19',3.1960589914,54.7604285812,134.0,288.0,1.0,6.3,3.8
3021,25,1WEZ,A,102,-1.00,0.00,NMR,102,102,0,13,24,' heterogeneous nuclear ribonucleoprotein h'',2.3830914427,40.8312578401,102.0,244.0,1000.0,6.3,3.8
3022,25,1WJR,A,127,-1.00,0.00,NMR,127,127,0,29,23,' kiaa1617 protein',3.65574436565,62.6365560789,127.0,275.0,1.0,6.3,3.8
3023,25,1WLP,A,25,-1.00,0.00,NMR,25,25,0,5,0,' cytochrome b-245 light chain',6.44790408257,110.476681426,25.0,13.0,1000.0,6.3,3.8
3024,25,1WM7,A,29,-1.00,0.00,NMR,29,29,0,3,6,' neurotoxin bmp01',0.670663830258,11.490976505,29.0,82.0,1000.0,6.3,3.8
3025,25,1WN4,A,28,-1.00,0.00,NMR,28,28,0,14,0,' vontr protein',1.68263007801,28.8297382693,28.0,52.0,1000.0,6.3,3.8
3026,25,1WO6,A,25,-1.00,0.00,NMR,25,25,0,0,0,' creb binding protein',1.17991130221,20.2162878629,25.0,40.0,1000.0,6.3,3.8
3027,25,1WQB,A,32,-1.00,0.00,NMR,32,32,0,0,8,' aptotoxin vii',0.853218891283,14.618826588,32.0,75.0,1000.0,6.3,3.8
3028,25,1WQC,A,26,-1.00,0.00,NMR,26,26,0,17,0,' omtx1',1.40062909423,23.9980080749,26.0,49.0,1000.0,6.3,3.8
3029,25,1WR0,A,81,-1.00,0.00,NMR,81,81,0,57,0,' skd1 protein',2.58741349265,44.3320577484,81.0,211.0,1.0,6.3,3.8
3030,25,1W1N,A,33,-1.00,0.00,NMR,33,33,0,17,0,' phosphatidylinositol 3-kinase tor1',2.27488223735,38.9772299648,33.0,57.0,1000.0,6.3,3.8
3031,25,3ZNF,A,30,-1.00,0.00,NMR,30,30,0,9,2,' zinc finger',1.37112220452,23.4924448388,30.0,55.0,1000.0,6.3,3.8
3032,25,1X47,A,98,-1.00,0.00,NMR,98,98,0,28,21,' dgcr8 protein',2.80599759026,48.0772198054,98.0,231.0,1.0,6.3,3.8
3033,25,1X58,A,62,-1.00,0.00,NMR,62,62,0,33,0,' hypothetical protein 4930532d21rik',3.7007976408,63.4084869671,62.0,102.0,1000.0,6.3,3.8
3034,25,1VTP,A,26,-1.00,0.00,NMR,26,26,0,15,0,' vacuolar targeting peptide',2.05422892428,35.196614518,26.0,44.0,1000.0,6.3,3.8
3035,25,1X60,A,79,-1.00,0.00,NMR,79,79,0,28,29,' sporulation-specific n-acetylmuramoyl-l-alanine amidase',1.54551985509,26.4805280106,79.0,235.0,1.0,6.3,3.8
3036,25,1XI7,A,47,-1.00,0.00,NMR,47,47,0,0,18,' cysteine-rich omega-conotoxin homolog vhv1.1',1.22473634678,20.9843083087,47.0,104.0,1.0,6.3,3.8
3037,25,1XKM,B,25,-1.00,0.00,NMR,25,25,0,21,0,' distinctin chain b',2.07540132521,35.5593768301,25.0,41.0,1000.0,6.3,3.8
3038,25,1VRV,A,97,-1.00,0.00,NMR,97,97,1,41,22,' mannitol-specific pts system enzyme iiabc components',2.55837526285,43.8345244071,97.0,239.0,1.0,6.3,3.8
3039,25,1VIG,A,71,-1.00,0.00,NMR,71,71,0,25,17,' vigilin',2.01313220885,34.4924742765,71.0,169.0,1.0,6.3,3.8
3040,25,1XV3,A,47,-1.00,0.00,NMR,47,47,0,9,0,' penaeidin-4d',3.05700206638,52.3778640441,47.0,65.0,1.0,6.3,3.8
